ligand	avg_energy	max_energy	min_energy	avg_rsmd
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C=CCCC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_713	-6.219508	-5.490800	-7.378000	5.633685
CCC=Cc1ccc2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=c2c1	Molecule_913	-6.594624	-6.000000	-7.869300	7.053976
CCC(=CC(=O)NC(=O)[C@@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)C1=CCCC(=C1)Cc1ccccc1	Molecule_671	-7.644286	-7.277100	-8.246700	5.553671
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(C3=CCC=C(C(=O)O)C3)CCC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1043	-7.167882	-6.539300	-8.084800	5.364868
N=C(N)NC(=O)O	Molecule_21	-3.908652	-3.520000	-4.602800	10.421259
O=C(O)CO／C／1=C／[C@H](CC(=O)O)CO[P@@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)O[C@H]1CO	Molecule_463	-5.353230	-4.689700	-6.206500	4.552178
C[C@@H]1CC2=CC=CC2=CC1=c1ccc2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CCc2n1	Molecule_1502	-7.336902	-6.758300	-8.788400	7.751251
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=c2cc(F)c(=CC(F)(F)F)c3c2CCCC3)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1262	-7.549226	-6.826400	-9.160100	5.683685
NC(=O)N[C@@H]1CCC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C2C1	Molecule_935	-7.255637	-6.626800	-8.474100	5.452987
CNC(=O)C[C@@H](OP(=O)(O)O)[C@H](COCC[C@@H]1C=CC=CC1)OP(=O)(O)O	Molecule_397	-6.673750	-6.306500	-7.163200	4.098955
CCCC1=CCc2cc(=CC=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)cc(F)c2=C1O	Molecule_1227	-7.669084	-7.085100	-8.575900	5.772763
C=C(C=CC(=O)O)C(=CC(=O)NC(=O)[C@@H](O)[C@H](CNC(=O)O)COP(=O)(O)O)C(=O)C	Molecule_552	-7.442242	-6.991100	-8.195100	4.158837
O=C(O)CC=CC1=CC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_824	-6.775744	-6.371300	-7.305600	4.019138
COC(=O)C[C@H](O[P@](=O)(O)OP(=O)(O)O)C(=O)O	Molecule_64	-5.670032	-5.075900	-6.602200	3.462661
CC(=O)N[C@@H]1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C2[C@@H](C[C@@H](C)CCO)C1	Molecule_1487	-7.081414	-6.449700	-8.869800	7.175869
Cc1cc2=CCCc2cc1=c1ccc2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CCc2n1	Molecule_1491	-7.406084	-6.686000	-8.621000	8.310261
NC[C@@H]1C／C=C(／OCCO)＼[C@H](CO)O[P@@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)C1	Molecule_331	-4.793008	-4.031700	-5.753300	3.891911
C[C@@H]1CO[C@@H]2[C@@H]([C@H](O)C(=O)OCCC(=O)O)C[C@H](O[P@](=O)(O)OP(=O)(O)O)[C@]2(CO)O1	Molecule_540	-6.557676	-6.093000	-7.256800	5.021136
CC1=NN=CC1=C1C=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC[C@@H]2C1	Molecule_1155	-7.100290	-6.560900	-8.221800	7.326791
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C(=CC2)CC2=CC(=O)CC=C4CCCC3=C24)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1422	-6.670592	-5.954900	-8.139200	9.622712
O=C1CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H](O)[C@@H](O)[C@@H](OCCCO)[C@@H](O)CO1	Molecule_362	-4.502890	-4.021900	-5.129200	4.207347
CC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O)CC#CC1=C2CCNC(=O)[C@H]2C[C@H]2CCC[C@@H]12	Molecule_1547	-7.534476	-7.009900	-8.418300	5.251758
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(C=CCc3ccnc(=O)o3)C=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1092	-7.786056	-7.103900	-9.038800	5.538836
Cc1cccc([C@@H](O)C(=O)[C@H]2C[P@@](=O)(O)O[P@@](=O)(OP(=O)(O)O)O2)c1	Molecule_303	-7.308488	-6.820500	-8.926300	4.238650
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccc(=C4C=C5C=CC=C5C[C@H]4F)nc3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1465	-7.115584	-6.462800	-8.581800	8.325938
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=c3ccc(=C4C=C5CCC[C@@H]5C[C@H]4F)nc3CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1441	-7.704651	-6.639400	-9.723800	7.601155
NC(=O)NCc1cc2c(OP(=O)(O)O)ccc(C(=O)OCCCC(=O)O)c2[nH]c1=O	Molecule_524	-6.918676	-6.475500	-7.564800	4.518157
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C=CC(=C4CCCCC4)C[C@@H]3CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1118	-6.628158	-5.918200	-9.075400	8.903743
C[C@@H]1／C=C(／OCCO)＼[C@H](CO)O[P@@](=O)(O)O[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O	Molecule_364	-4.834112	-4.068300	-6.000300	5.257698
CC[C@@H]1CCC[C@@H]2C(=C1C#CCC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O)C)CCN[C@@H]2C	Molecule_1584	-6.824084	-6.402100	-7.442900	7.461522
CC1=CC=CC1=c1ccc2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CCc2n1	Molecule_1074	-7.188600	-6.491100	-8.502700	6.645900
C=CC=C[C@H]1C(=O)Nc2cc(C(=O)O)c(O)cc12	Molecule_77	-5.678352	-2.405700	-6.991200	5.186754
C=C(C)N=C1C=CC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C2C1	Molecule_968	-6.176663	-5.446300	-7.546700	8.961019
CC(=C1C=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC[C@H]2C1)O	Molecule_896	-6.825194	-6.143100	-8.209000	7.333527
N=C1C=C(F)C(=CC=C2C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC1	Molecule_722	-6.753924	-4.521300	-8.232700	5.145909
N=C(O)NC(=O)C[C@@H](OP(=O)(O)O)[C@@H](COCCCO)O[P@](=O)(O)OP(=O)(O)O	Molecule_455	-6.870682	-6.533300	-7.494200	3.532926
O=C(O)c1cc(O[C@H]2C[C@H](O)[C@@H](O)[C@@H](O[P@](=O)(O)OP(=O)(O)O)[C@@H]2O)c(F)cc1F	Molecule_496	-7.320796	-6.827100	-8.676200	5.594205
O=C(O)CNC(=O)COC(=C(O)C(=O)O)[C@H](O)OP(=O)(O)O	Molecule_164	-6.192492	-5.769200	-7.187000	3.559613
O=C(O)C[C@@H](C(=O)O)c1cc(NC(=O)O)c(O)c(OC(=O)CO)c1	Molecule_218	-6.586946	-6.126000	-7.406700	3.800846
CC=c1ccc(=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@H](O)CCC(=O)O)c(C)c1	Molecule_777	-7.279572	3.427000	-8.365900	5.208071
CNC=NCN	Molecule_8	-3.024786	-2.632100	-3.827300	9.686131
CCCC1=C2CC3=CC(=C4C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N4C(=O)[C@@H](O)CCC(=O)O)CC=C3CC2=NC1	Molecule_1136	-7.140364	-6.413400	-8.799200	6.887529
Cc1ccc(N(C(=O)CCC(=O)O)[C@@H](O)[C@@H](OCC(=O)O)C(=O)O)cc1	Molecule_332	-6.713640	-6.171800	-7.607200	3.150574
O=C(O)CO[C@@H]1[C@@H](O)C(=O)OC(=O)OO[P@](=O)(O)O[P@](=O)(O)OC[C@H](O)[C@H]1O	Molecule_411	-5.671626	-5.114800	-6.268300	4.251630
CCC1=CC2=C(C1)CC(=CC2=NOC)C1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CCC1	Molecule_1437	-7.641198	-7.077400	-8.693300	5.918551
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C=CC(=O)N=C3CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_766	-7.068190	-6.504600	-8.363600	5.110827
CC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@H](O)CCC(=O)O)C=CC(=C1CC=CO1)[C@@H]1CCC(=O)C1	Molecule_1277	-7.281272	-6.702600	-8.064600	4.777600
COC(=O)C[C@@H](OP(=O)(O)O)[C@H](COCCCCC=CO)O[P@@](=O)(O)OP(=O)(O)O	Molecule_514	-6.641682	-6.187300	-7.196300	3.801939
O=C1CCO[P@@](=O)(O)OC[C@@H](OP(=O)(O)O)[C@H](C(=O)O)O[C@@H]1O	Molecule_202	-5.008396	-4.277000	-6.428500	4.577870
CC[C@@H]1CC[C@@H]2C(=O)NCCC2=C1C#CCC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O)C	Molecule_1479	-7.442354	-6.838700	-8.504500	4.312631
O=C(O)C(=O)Nc1ccc(F)c(O[C@@H]2C[C@@H](O)[C@@H](O)[C@@H](O[P@](=O)(O)OP(=O)(O)O)[C@H]2O)c1	Molecule_573	-7.550128	-6.895400	-8.859400	6.569628
CCC1=CCCC=C1C#CCC=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@H](O)CCC(=O)O	Molecule_958	-7.349046	-6.795500	-8.045800	4.667335
O=C(O)CC[C@H](O)C(=O)N1C(=CC=CCC#CCO)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_645	-6.581052	-6.077000	-7.601900	4.520687
C=C1OC[C@@H](O)[C@@H](O)[C@H](C[C@H]2OC(=C(C(=O)O)[C@@H](O)[C@H]2OC(=O)C)[C@@H](O)OP(=O)(O)O)O1	Molecule_595	-5.857916	-5.301700	-6.667900	4.696934
CCCCC=CCC=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_725	-6.868074	-6.361400	-7.773600	4.663757
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2CCC3=CCCS[C@@H]3C2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_805	-7.226944	-6.696000	-8.055900	5.482613
N[C@@H]1C[C@H]2CCCC3=C2C(=CC1=O)CC1=CCC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)C=C31	Molecule_1505	-6.037442	-5.416700	-6.945900	8.770410
CN1CC(=CN1)C1=C2CC3=CC(=C4C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@H](O)CCC(=O)O)CC=C3CC2=CC1	Molecule_1394	-7.162966	-6.508700	-8.541900	7.843739
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C(=CC2)CCc2ccccc32)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_900	-7.066094	-6.107300	-8.916300	4.766729
CCCC／C／1=C(＼OCCO)／[C@@H](CO)O[P@@](=O)(O)O[P@](=O)(O)O[P@@](=O)(O)OC1	Molecule_378	-4.554398	-3.699300	-5.517900	4.328124
CC(=CC(=O)NC(=O)[C@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)C1=CCCC(=C1)CC1=CCCC2=C1CNCC2	Molecule_787	-8.127014	-7.711800	-8.585400	4.201279
O=C(O)CO／C／1=C／[C@H](CCO)CO[P@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)O[C@H]1CO	Molecule_414	-4.643190	-3.914400	-5.484800	4.266676
O=C(O)CNC(=O)OC[C@H](COP(=O)(O)O)[C@H](O)C(=O)O	Molecule_132	-6.016114	-5.573500	-6.793000	3.456213
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(C=CCC3=CC=CC3=O)C=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_994	-7.558222	-7.089500	-8.267400	5.137524
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C(=O)CC=C[C@H]3CO2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_770	-6.634482	-5.869400	-8.183000	4.789451
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=c3ccc(C(=C(F)F)C(=CC[C@@H]4CN4)S)cc3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1559	-6.975780	-6.467100	-7.969400	7.750270
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@H](O)[C@H]2O[P@@](=O)(O)OP(=O)(O)O)cc1F	Molecule_310	-6.720330	-6.115700	-7.647200	4.558141
CC1=CC(=c2ccc3=CC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@@H](O)CCC(=O)O)CCc3n2)CC1	Molecule_1067	-7.166288	-6.531500	-8.132800	6.306841
O=C(O)CC[C@H](O)C(=O)N1C(=CC=C2C=C(F)[C@@H]3C(=C2)CC[C@H]3CO)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_927	-6.801542	-6.212900	-8.238300	5.480632
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(C=C[C@@H]3CCC=C4CCC=C34)C=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1193	-7.504646	-6.855900	-9.241500	7.031420
C=CCCCOC[C@@H](OP(=O)(O)O)[C@@H](CC(=O)NC(=O)O)OP(=O)(O)O	Molecule_308	-6.202598	-5.721300	-7.075300	3.338518
N#CCCCCOC(=O)c1ccc(OP(=O)(O)O)c2cc(CNC(=O)N)c(=O)[nH]c12	Molecule_522	-6.399584	-5.939600	-7.280100	4.186761
COC(=O)NC1=CCC(=CC=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)C=C1	Molecule_829	-7.151940	-6.570200	-8.436700	5.399918
CC(=O)N[C@H]1CC2=CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@H](CCC(=O)O)C1	Molecule_1400	-6.388510	-5.753100	-7.419000	7.179013
CO[C@H]1[C@H](O)[C@H](OC(=O)OCCC(=O)O)[C@H](O)[C@H]1O[P@](=O)(O)OP(=O)(O)O	Molecule_384	-6.385168	-5.873200	-6.862300	3.915715
CC(=O)N[C@@H]1CC2=CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C2[C@H]2C[C@H](CO)C[C@@H]12	Molecule_1377	-6.918430	-6.345400	-8.161800	8.431793
NC(=O)[C@@H]1C=CC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC[C@H]2C1	Molecule_830	-6.745812	-6.154200	-7.895000	6.752704
CC[C@@H](C)C[C@@H]1C[C@@H](NC(=O)C)CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C12	Molecule_1398	-6.532592	-5.851600	-8.041700	6.954538
CC1=NC=CC1=C1C=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC[C@@H]2C1	Molecule_1129	-7.314378	-6.470100	-8.994600	7.504815
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3CC=C(NC(=O)O)CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_933	-7.289868	-6.588600	-8.649400	6.211443
N=CC=c1cccc2c1=CC1=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C1C2	Molecule_1200	-6.610922	-5.977900	-8.009900	10.793500
C[C@@H]1O[P@@](=O)(O)O[P@](=O)(O)O[P@](=O)(O)OC[C@H]2[C@@H](O)[C@H](O)CO[C@H]2[C@@H]1OCCO	Molecule_454	-4.654632	-3.793600	-5.669800	5.638832
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C=C[C@@H](OC(=O)O)C[C@@H]3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_918	-7.202334	-6.528200	-8.548500	6.888324
C[C@@]1(F)C=C2CC3=C(F)OC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@H](O)CCC(=O)O)C=C3C=C2CC1	Molecule_1252	-6.823694	-6.124000	-8.170600	8.316644
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccccc3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_716	-6.579602	-5.888500	-8.004900	5.467796
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C(=CC2)CC2=CC(=O)CC[C@@H]4CCCC3=C24)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1427	-6.312920	-5.671500	-7.940800	10.658404
c1ccccc1	Molecule_11	-2.951500	0.904900	-3.514800	19.406582
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C(=CC2)CC2=c4cccnc4=C[C@H]4C(=O)N[C@H]3[C@H]24)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1586	-7.636948	-6.818900	-9.274700	7.092299
C[C@@H]1C[C@@]2(C=CC1=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@@H](O)CCC(=O)O)CC=C1NCC3=CCCC3=C21	Molecule_1471	-7.860844	-7.291400	-8.904000	5.070203
CNC(=O)C[C@H](OP(=O)(O)O)[C@@H](COCCCCC=CCC(=O)N)OP(=O)(O)O	Molecule_450	-6.416024	-6.053600	-6.988800	3.765063
CC[C@H]1／C=C(／OCCC(=O)O)＼[C@@H](CO)O[P@@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)OC1	Molecule_427	-4.739978	-4.004400	-5.975900	5.752091
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C=C[C@H](O)C=C3CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_760	-6.549768	-5.835300	-8.028700	6.841272
C[C@@H]1Cc2cc(C(=O)O)c(O)cc2[C@H]2CO[P@@](=O)(O)O[P@@](=O)(O)OC(=O)C(=O)N12	Molecule_482	-5.134628	-4.288000	-6.981200	5.728140
CC=C(CCO)[C@@H]1C=CC(=CC=C2C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC1	Molecule_965	-7.221996	-6.615100	-7.921000	4.498897
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2C=C[C@H](c3cccc4c3CC=C4)CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1208	-7.276256	-6.608700	-8.809700	6.744215
CC1=NCCC(=C1)c1ccc2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=c2c1	Molecule_1201	-7.507572	-6.842000	-9.010400	8.354554
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2CC=CCC2=O)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_667	-7.095800	-6.601100	-8.208300	5.044530
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(C=CCC3=Cc4cccn4C(=O)C3)CCC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1402	-7.294554	-6.641700	-8.727000	5.732790
CC(C)C#CCC=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_694	-7.165326	-6.640200	-8.223600	5.136680
CC(=C1NCC2=C1CC=C(C1=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C1)C2)O	Molecule_1311	-7.212850	-6.499300	-8.419500	6.875242
Nc1nc(F)c(O[C@@H]2C[C@H](O)[C@H](O)[C@H](O[P@](=O)(O)OP(=O)(O)O)[C@H]2O)cc1C(=O)O	Molecule_529	-7.037392	-6.443800	-8.006000	5.795300
C=C(C)N[C@@H]1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@@H]2C[C@H](CO)C[C@H]12	Molecule_1350	-6.521972	-5.981900	-8.067200	9.518538
CC1=C([C@H]2C=CC(=CC=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)[C@H](C)C2)CCC1	Molecule_1021	-7.414234	-6.787600	-8.545100	5.781728
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C[C@H]4C(=S)C[C@H]5N=CCC5=C4CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1300	-6.754396	-6.063300	-8.751400	9.363414
CC(C)CC1=C[C@@H]2CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C2C=C1	Molecule_930	-7.127276	-6.245200	-8.832400	6.717880
CCC(=CC(=O)NC(=O)[C@@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)C1=CCCC(=C1)CC1=C(C)CCCC1	Molecule_710	-7.947452	-7.535500	-8.527800	6.774621
N=C1C=CC(=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)CC1	Molecule_672	-7.707246	-7.135900	-8.578000	4.468820
CCc1ccc2c(c1C#CCC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@H](O)CCC(=O)O)C)CCNC2	Molecule_1353	-7.930420	-7.382500	-8.699400	4.033408
C=C1CCCC1=C1C=C(C)C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2C1	Molecule_1211	-6.728555	-6.197200	-7.637900	9.138993
CC1(C)CC[C@H](C(=O)O)c2cc(C(=O)O)c(OP(=O)(O)O)cc12	Molecule_201	-6.894502	-6.246700	-8.425300	5.169226
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccc(=C4C=C5CC=CC=C5CC4)nc3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1476	-7.593847	-6.635900	-9.091500	7.215716
CCc1nc(OC(=O)O)cc(O[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@H]2O[P@](=O)(O)OP(=O)(O)O)n1	Molecule_513	-7.528860	-6.911000	-8.819100	4.113647
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C=CC(=NCC(=O)O)CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1018	-6.987657	-6.450000	-7.899900	7.189512
CC1=CC(=C2CCC=C2C1)C#CCC=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_1070	-7.488208	-7.006300	-8.641500	5.086319
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2C=C(F)C=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_686	-7.225840	-6.673300	-8.016500	5.658711
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=c2cc(F)c3=C4C(=CCc3c2)CCCCO4)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1316	-6.298754	-5.673500	-7.773900	6.860961
CCNC(=O)[C@H](OC(=O)C(=O)O)[C@@H](O)[C@@H](O)CO[P@@](=O)(O)OP(=O)(O)O	Molecule_354	-6.377736	-5.960700	-6.845100	3.352366
